DEMUC,CHUDECON,MASO,CAUHOI,CAUTRALOI,GIAITHICH
BỆNH ĐÁI THÁO ĐƯỜNG,Định nghĩa,Q0012,Có thể đo đường huyết tại nhà để biết mình bị bệnh không?,"Bạn có thể dùng máy đo đường huyết tại nhà để theo dõi. Tuy nhiên, chẩn đoán bệnh cần xét nghiệm tại cơ sở y tế, vì kết quả tại nhà có thể bị ảnh hưởng bởi cách lấy máu, máy móc, hoặc thời điểm đo.",
BỆNH ĐÁI THÁO ĐƯỜNG,Định nghĩa,Q0013,WHO đưa ra tiêu chí chẩn đoán bệnh này như thế nào?,"Theo Tổ chức Y tế Thế giới (WHO), chẩn đoán đái tháo đường dựa trên một trong các tiêu chí: đường huyết đói ≥ 126 mg/dL hoặc HbA1c ≥ 6.5%. Đây là ngưỡng mà nguy cơ biến chứng sức khỏe bắt đầu tăng rõ rệt nếu không điều trị.",
BỆNH ĐÁI THÁO ĐƯỜNG,Định nghĩa,Q0014,Đường huyết cao có phải lúc nào cũng là tiểu đường?,"Không hẳn. Đường huyết cao tạm thời có thể xảy ra khi bạn bị căng thẳng, ốm, dùng một số thuốc hoặc vừa ăn no. Nhưng nếu đường huyết cao nhiều lần và kéo dài, đặc biệt kèm HbA1c ≥ 6.5%, thì khả năng mắc đái tháo đường rất cao.",
BỆNH ĐÁI THÁO ĐƯỜNG,Định nghĩa,Q0015,Nếu đường huyết và HbA1c của tôi bình thường thì có cần lo lắng không?,"Nếu kết quả bình thường, bạn chưa bị đái tháo đường. Tuy nhiên, vẫn nên duy trì lối sống lành mạnh và kiểm tra định kỳ, nhất là khi bạn có yếu tố nguy cơ như thừa cân, ít vận động hoặc gia đình có người mắc bệnh.","Nếu đường huyết và HbA1c của cô/chú đang trong mức bình thường, thì chưa cần lo lắng, nhưng vẫn nên duy trì lối sống lành mạnh để phòng ngừa đái tháo đường sau này. Bệnh thường phát triển âm thầm, đặc biệt ở người trên 40 tuổi, thừa cân, ít vận động hoặc có người thân bị đái tháo đường. Vì vậy, cô/chú nên kiểm tra đường huyết định kỳ 6–12 tháng một lần, ăn uống cân đối, hạn chế đồ ngọt, tập thể dục đều đặn và giữ cân nặng hợp lý. Những thói quen này giúp ổn định đường huyết lâu dài và giảm nguy cơ mắc bệnh trong tương lai."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0016,Làm sao tôi biết mình có dấu hiệu sớm của bệnh đái tháo đường?,"Dấu hiệu sớm thường gồm tiểu nhiều, khát nhiều, ăn nhiều nhưng vẫn đói, mệt mỏi, nhìn mờ, vết thương lâu lành. Ở type 1 có thể sụt cân nhanh dù ăn nhiều, còn type 2 dễ bị tê hoặc ngứa ran tay chân. Tuy nhiên, một số người không thấy rõ triệu chứng, nên xét nghiệm định kỳ là cách tốt nhất để phát hiện sớm.",
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0017,Vì sao tôi đi tiểu nhiều thì có thể là tiểu đường?,"Đường huyết cao khiến thận phải lọc và thải bớt đường ra ngoài qua nước tiểu. Quá trình này kéo theo nhiều nước, khiến bạn tiểu nhiều, đặc biệt vào ban đêm. Nếu tình trạng kéo dài kèm khát nhiều, nên đi khám sớm để kiểm tra.","Khi đường trong máu quá cao, cơ thể sẽ cố gắng đào thải lượng đường dư thừa qua nước tiểu. Lúc này, thận phải làm việc nhiều hơn, kéo theo việc nước bị kéo ra khỏi cơ thể, khiến cô/chú đi tiểu thường xuyên hơn, đặc biệt là ban đêm. Việc mất nước cũng khiến cô/chú khát nhiều và uống nước liên tục, tạo thành vòng lặp khát – tiểu – khát. Nếu tình trạng này xảy ra kéo dài, kèm theo mệt mỏi, sụt cân, mờ mắt hoặc vết thương lâu lành, thì rất có thể đường huyết đang cao. Cô/chú nên đi xét nghiệm đường huyết sớm để được chẩn đoán và điều trị kịp thời."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0018,Tại sao bệnh tiểu đường lại làm tôi khát nước nhiều?,"Khi tiểu nhiều do đường huyết cao, cơ thể mất nhiều nước. Não sẽ phát tín hiệu khát để bạn uống bù. Nếu bạn liên tục thấy khát dữ dội dù uống nhiều nước, cần đi kiểm tra vì đây là dấu hiệu điển hình của đái tháo đường.","Khi đường huyết tăng cao, cơ thể sẽ cố gắng loại bỏ lượng đường dư thừa qua nước tiểu. Quá trình này khiến thận phải lọc nhiều hơn, kéo theo nước bị mất ra ngoài. Kết quả là cô/chú đi tiểu nhiều, làm cơ thể mất nước. Khi đó, não sẽ phát tín hiệu “khát” để nhắc cơ thể uống thêm nước bù lại phần đã mất. Vì vậy, người bị đái tháo đường thường khát nước liên tục, dù đã uống nhiều. Nếu tình trạng khát và tiểu nhiều kéo dài, đặc biệt kèm mệt mỏi, sụt cân hoặc nhìn mờ, cô/chú nên đi khám và xét nghiệm đường huyết sớm để được kiểm tra chính xác."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0019,"Tôi ăn nhiều nhưng vẫn thấy đói, có phải bị tiểu đường không?","Khi cơ thể không sử dụng được đường làm năng lượng do thiếu hoặc kháng insulin, tế bào “đói” dù lượng đường trong máu cao. Não sẽ báo hiệu đói để bạn ăn thêm, dẫn tới cảm giác ăn nhiều nhưng không đủ. Đây là triệu chứng thường gặp.","Đúng là ăn nhiều nhưng vẫn thấy đói có thể là dấu hiệu sớm của đái tháo đường, cô/chú nhé. Khi mắc bệnh, insulin hoạt động kém hoặc thiếu, khiến đường trong máu không vào được tế bào để tạo năng lượng. Vì vậy, dù ăn nhiều, cơ thể vẫn thiếu năng lượng, khiến cô/chú cảm thấy đói liên tục. Đồng thời, đường bị ứ lại trong máu, gây mệt mỏi, sụt cân và khát nước nhiều. Tuy nhiên, không phải ai có triệu chứng này cũng bị bệnh. Cách chính xác nhất là làm xét nghiệm đường huyết và HbA1c để kiểm tra xem có bị đái tháo đường hay không."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0020,Mệt mỏi kéo dài có liên quan đến tiểu đường không?,"Có. Khi đường không vào được tế bào, cơ thể thiếu năng lượng, bạn sẽ cảm thấy mệt mỏi, uể oải, khó tập trung. Mệt mỏi dai dẳng kèm các triệu chứng khác như tiểu nhiều, khát nhiều, nên đi khám để loại trừ đái tháo đường.",
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0021,Vì sao bệnh tiểu đường lại gây nhìn mờ?,"Đường huyết cao làm thay đổi hình dạng và độ dày thủy tinh thể trong mắt, khiến tầm nhìn mờ đi. Nếu kéo dài, có thể gây tổn thương võng mạc, dẫn đến giảm thị lực vĩnh viễn. Khi thấy mờ mắt, cần kiểm tra cả mắt và đường huyết.","Khi bị đái tháo đường, đường trong máu tăng cao có thể làm mắt nhìn mờ do hai nguyên nhân chính. Thứ nhất, đường huyết cao làm thủy tinh thể trong mắt hút nước và sưng lên, khiến hình ảnh bị nhòe; khi đường huyết ổn định, mắt có thể nhìn rõ lại. Thứ hai, nếu bệnh kéo dài, các mạch máu nhỏ ở võng mạc bị tổn thương hoặc rò rỉ, gây phù, xuất huyết võng mạc – gọi là bệnh võng mạc đái tháo đường. Tình trạng này có thể dẫn đến mất thị lực nếu không được kiểm tra và điều trị sớm."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0022,Vết thương lâu lành có liên quan đến tiểu đường không?,"Đúng. Đường huyết cao làm giảm tuần hoàn máu và tổn thương mạch máu nhỏ, khiến máu khó mang dưỡng chất và oxy tới vết thương. Đồng thời, khả năng chống nhiễm trùng kém hơn, khiến vết thương lâu lành và dễ nhiễm trùng.","Có. Khi đường huyết tăng cao trong thời gian dài, các mạch máu nhỏ và dây thần kinh bị tổn thương, làm tuần hoàn máu kém và tế bào chậm hồi phục. Đồng thời, hệ miễn dịch suy yếu, khiến cơ thể chống lại vi khuẩn kém hơn, nên vết thương dễ nhiễm trùng và lâu lành. Ở người đái tháo đường, đặc biệt là vùng bàn chân, vết loét nhỏ có thể tiến triển nặng nếu không được chăm sóc đúng cách, vì vậy việc kiểm soát đường huyết và vệ sinh da rất quan trọng."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0023,Sụt cân nhanh dù ăn nhiều có phải là dấu hiệu tiểu đường?,"Đây là dấu hiệu thường gặp ở đái tháo đường type 1. Khi thiếu insulin, cơ thể phải lấy năng lượng từ mỡ và cơ, gây sụt cân nhanh. Nếu thấy sụt cân bất thường, đặc biệt kèm tiểu nhiều, khát nhiều, nên đi khám ngay.","Đúng, sụt cân nhanh dù ăn nhiều có thể là dấu hiệu của đái tháo đường, nhất là đái tháo đường type 1 hoặc type 2 chưa được kiểm soát. Khi cơ thể thiếu insulin hoặc không sử dụng insulin hiệu quả, đường không được đưa vào tế bào để tạo năng lượng mà tích tụ trong máu. Do không có đủ năng lượng, cơ thể phải đốt mỡ và cơ để bù lại, dẫn đến sụt cân nhanh. Nếu tình trạng này kéo dài, người bệnh có thể mệt mỏi, khát nước và tiểu nhiều. Vì vậy, khi có dấu hiệu sụt cân bất thường, nên đi khám và xét nghiệm đường huyết để được chẩn đoán sớm."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0024,Tại sao bệnh tiểu đường type 2 lại gây tê hoặc ngứa ran ở tay chân?,"Đường huyết cao lâu ngày có thể làm tổn thương các dây thần kinh ngoại biên, gây cảm giác tê, ngứa ran hoặc đau rát ở tay chân. Đây gọi là biến chứng thần kinh ngoại biên, cần kiểm soát đường huyết để tránh nặng thêm.","Bệnh đái tháo đường type 2 có thể gây tê hoặc ngứa ran ở tay chân do biến chứng gọi là bệnh lý thần kinh do đái tháo đường. Khi đường huyết tăng cao lâu ngày, các mạch máu nhỏ nuôi dưỡng dây thần kinh bị tổn thương, làm thần kinh dẫn truyền kém. Người bệnh thường cảm thấy tê, châm chích, bỏng rát hoặc mất cảm giác ở đầu ngón tay, ngón chân. Nếu không kiểm soát tốt đường huyết, tình trạng này có thể lan rộng và nặng dần, gây mất cảm giác, loét chân, thậm chí phải cắt cụt chi. Việc duy trì đường huyết ổn định, kiểm tra chân định kỳ và vận động nhẹ giúp hạn chế biến chứng này."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0025,Có phải ai bị tiểu đường cũng có đầy đủ các triệu chứng này?,"Không. Một số người có triệu chứng rất nhẹ hoặc không rõ ràng, nhất là ở giai đoạn sớm hoặc bệnh tiến triển chậm. Vì vậy, dù không thấy dấu hiệu, bạn vẫn nên kiểm tra định kỳ nếu có yếu tố nguy cơ.",
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0026,"Nếu chỉ có một triệu chứng như khát nhiều, tôi có cần lo không?","Có. Chỉ cần một triệu chứng bất thường kéo dài cũng đáng để đi khám, đặc biệt khi bạn thuộc nhóm nguy cơ cao. Đái tháo đường ở giai đoạn đầu có thể chỉ biểu hiện một vài dấu hiệu.","Có thể chưa chắc là đái tháo đường, nhưng cũng không nên chủ quan. Khát nước nhiều có thể do đường huyết tăng cao, nhưng cũng có thể gặp trong thời tiết nóng, ăn mặn, mất nước hoặc các bệnh lý khác. Tuy nhiên, nếu cơn khát đi kèm với tiểu nhiều, ăn nhiều, sụt cân, mệt mỏi hoặc nhìn mờ, thì nguy cơ đái tháo đường rất cao. Cách tốt nhất là đi khám và làm xét nghiệm đường huyết hoặc HbA1c, vì nhiều người mắc bệnh không có triệu chứng rõ ràng trong giai đoạn đầu. Phát hiện sớm giúp kiểm soát bệnh dễ hơn và tránh được các biến chứng nguy hiểm sau này."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0027,"Tôi hay bị mờ mắt rồi lại rõ, có phải là dấu hiệu tiểu đường?","Đường huyết dao động có thể khiến thủy tinh thể thay đổi tạm thời, làm mắt lúc mờ lúc rõ. Nếu hiện tượng này xảy ra thường xuyên, nên đi đo đường huyết và khám mắt để xác định nguyên nhân.","Đúng, tình trạng mắt lúc mờ lúc rõ có thể là dấu hiệu sớm của đái tháo đường. Khi đường huyết tăng cao, thủy tinh thể trong mắt hút nước và thay đổi hình dạng, làm tia sáng không hội tụ đúng trên võng mạc, khiến thị lực thay đổi tạm thời. Khi đường huyết ổn định lại, mắt có thể nhìn rõ hơn, nên người bệnh thường thấy mờ – rõ thất thường. Tuy nhiên, nếu không kiểm soát tốt, tổn thương mạch máu võng mạc có thể tiến triển và gây giảm thị lực vĩnh viễn. Vì vậy, người có triệu chứng này nên kiểm tra đường huyết và khám mắt định kỳ để phát hiện sớm biến chứng võng mạc đái tháo đường."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0028,Mệt mỏi ở tiểu đường khác gì mệt mỏi bình thường?,"Mệt mỏi do tiểu đường thường kéo dài, không đỡ dù nghỉ ngơi, và đi kèm các triệu chứng khác như khát nước, tiểu nhiều, nhìn mờ. Nguyên nhân là do tế bào thiếu năng lượng vì đường không được sử dụng đúng cách.","Mệt mỏi do đái tháo đường khác mệt mỏi thông thường ở chỗ nó kéo dài và không cải thiện dù nghỉ ngơi. Khi đường huyết cao, glucose không vào được tế bào, cơ thể thiếu năng lượng, khiến người bệnh cảm thấy uể oải, yếu sức. Đồng thời, đường huyết dao động thất thường cũng làm rối loạn giấc ngủ, khát nước, tiểu nhiều, khiến cơ thể càng kiệt sức. Trong khi đó, mệt mỏi bình thường thường do thiếu ngủ, làm việc quá sức hoặc căng thẳng, và sẽ hồi phục sau khi nghỉ ngơi. Nếu mệt mỏi kéo dài kèm sụt cân, khát nhiều hoặc nhìn mờ, nên đi kiểm tra đường huyết để loại trừ đái tháo đường."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0029,Tại sao phát hiện sớm bệnh lại quan trọng?,"Vì phát hiện sớm và điều trị kịp thời giúp ngăn ngừa hoặc làm chậm biến chứng. Nếu chờ đến khi triệu chứng nặng mới khám, nguy cơ tổn thương tim, mắt, thận, thần kinh sẽ cao hơn nhiều.","Phát hiện sớm đái tháo đường rất quan trọng vì bệnh tiến triển âm thầm, nhiều người chỉ biết mình mắc bệnh khi đã có biến chứng. Nếu được chẩn đoán sớm, người bệnh có thể kiểm soát đường huyết tốt hơn bằng cách thay đổi lối sống, ăn uống, tập luyện và dùng thuốc phù hợp, giúp ngăn tổn thương tim, thận, mắt, thần kinh và mạch máu. Ngược lại, phát hiện muộn khiến biến chứng khó hồi phục và chi phí điều trị cao hơn nhiều. Vì vậy, người có yếu tố nguy cơ như trên 40 tuổi, thừa cân, ít vận động hoặc có người thân bị đái tháo đường nên kiểm tra đường huyết định kỳ để bảo vệ sức khỏe lâu dài."
BỆNH ĐÁI THÁO ĐƯỜNG,Biến chứng,Q0030,Tôi có thể tự kiểm tra các dấu hiệu này ở nhà được không?,"Bạn có thể để ý các thay đổi như tiểu nhiều, khát nhiều, sụt cân bất thường, mờ mắt, tê chân tay. Tuy nhiên, cách chắc chắn nhất vẫn là xét nghiệm đường huyết và HbA1c tại cơ sở y tế để chẩn đoán chính xác.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0031,Đái tháo đường type 1 là bệnh gì?,"Đái tháo đường type 1 là bệnh mạn tính khi cơ thể không còn sản xuất insulin – một hormone cần để đưa đường từ máu vào tế bào làm năng lượng. Nguyên nhân thường do hệ miễn dịch tấn công nhầm tế bào tụy sản xuất insulin. Khi thiếu insulin, đường tích tụ trong máu và gây hại cho nhiều cơ quan.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0032,Nguyên nhân chính gây ra tiểu đường type 1 là gì?,"Nguyên nhân thường là do cơ chế tự miễn – hệ miễn dịch nhận nhầm tế bào beta tụy là “kẻ lạ” và phá hủy chúng. Ngoài ra, yếu tố di truyền và một số loại virus cũng có thể kích hoạt quá trình này, khiến tụy không sản xuất được insulin.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0033,Bệnh tiểu đường type 1 thường gặp ở lứa tuổi nào?,"Bệnh có thể gặp ở mọi lứa tuổi, nhưng phổ biến nhất ở trẻ em và thanh thiếu niên. Tuy vậy, người trưởng thành và người cao tuổi vẫn có thể mắc, chỉ là thường ít hơn và diễn tiến chậm hơn.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0034,Người lớn tuổi có thể mắc type 1 không?,"Có. Người lớn tuổi có thể mắc type 1 nhưng thường khởi phát âm thầm hơn, dễ bị nhầm với type 2. Ở họ, lượng insulin giảm dần theo thời gian thay vì mất hoàn toàn ngay từ đầu.","Mặc dù đái tháo đường type 1 thường gặp ở trẻ em và người trẻ, nhưng người lớn tuổi vẫn có thể mắc, dù ít hơn. Type 1 xảy ra khi hệ miễn dịch tấn công tế bào tuyến tụy, làm cơ thể không còn sản xuất insulin, nên phải tiêm insulin suốt đời. Ở người lớn, bệnh có thể khởi phát chậm hơn và đôi khi bị chẩn đoán nhầm là type 2. Dạng này gọi là LADA (Latent Autoimmune Diabetes in Adults) – đái tháo đường tự miễn khởi phát muộn. Vì vậy, nếu người lớn tuổi gầy, sụt cân nhanh, đường huyết rất cao dù ăn ít, thì bác sĩ có thể xét nghiệm thêm kháng thể tụy để xác định đúng loại bệnh và điều trị phù hợp."
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0035,Vì sao người mắc type 1 cần tiêm insulin mỗi ngày?,"Vì tụy không còn sản xuất insulin, nên cơ thể phải nhận insulin từ bên ngoài để kiểm soát đường huyết. Tiêm mỗi ngày giúp duy trì mức đường máu ổn định, ngăn biến chứng nguy hiểm.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0036,Nếu không điều trị type 1 kịp thời sẽ thế nào?,"Đường máu cao kéo dài có thể gây biến chứng cấp tính như nhiễm toan ceton – tình trạng cơ thể tích tụ độc tố từ việc đốt mỡ thay đường. Nếu không cấp cứu, người bệnh có thể hôn mê và tử vong.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0037,Những triệu chứng điển hình của type 1 là gì?,"Bao gồm tiểu nhiều, khát nhiều, đói nhiều dù ăn nhiều, mệt mỏi, nhìn mờ, vết thương lâu lành, sụt cân nhanh. Ở trẻ em, các triệu chứng này thường xuất hiện rõ rệt và tiến triển nhanh.","Đái tháo đường type 1 thường khởi phát đột ngột và rầm rộ, do tuyến tụy không còn sản xuất insulin. Các triệu chứng điển hình gồm:
 
 Khát nước nhiều và tiểu nhiều, đặc biệt là ban đêm.
 
 Ăn nhiều nhưng vẫn sụt cân nhanh, do cơ thể không sử dụng được đường.
 
 Mệt mỏi, yếu sức, vì tế bào thiếu năng lượng.
 
 Nhìn mờ, do đường huyết tăng ảnh hưởng đến mắt.
 
 Ở một số trường hợp nặng, người bệnh có thể thở nhanh, buồn nôn, hơi thở có mùi trái cây – dấu hiệu nhiễm toan ceton, cần cấp cứu ngay.
 
 Nếu có các triệu chứng này, nên đi khám sớm và xét nghiệm đường huyết để được chẩn đoán và điều trị kịp thời."
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0038,Vì sao người mắc type 1 lại sụt cân nhanh?,"Khi không có insulin, đường không vào được tế bào, cơ thể phải dùng mỡ và cơ làm năng lượng. Quá trình này khiến khối lượng cơ và mỡ giảm nhanh, gây sụt cân dù ăn nhiều.","Người mắc đái tháo đường type 1 sụt cân nhanh vì cơ thể không sản xuất đủ insulin. Insulin giúp đường từ máu vào tế bào để tạo năng lượng. Khi thiếu insulin, glucose vẫn trong máu nhưng tế bào bị “đói năng lượng”, cơ thể phải đốt mỡ và cơ bắp để lấy năng lượng thay thế, dẫn đến sụt cân nhanh dù vẫn ăn nhiều. Đồng thời, đi tiểu nhiều và mất nước cũng góp phần làm cân nặng giảm nhanh. Đây là một dấu hiệu quan trọng cảnh báo bệnh type 1, đặc biệt khi đi kèm khát nhiều, mệt mỏi và nhìn mờ, cần đi khám ngay để được chẩn đoán và điều trị insulin kịp thời."
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0039,Nhiễm toan ceton là gì?,"Là biến chứng cấp tính khi cơ thể thiếu insulin nghiêm trọng, phải đốt mỡ để tạo năng lượng, sinh ra ceton – chất độc nếu tích tụ nhiều. Triệu chứng gồm buồn nôn, nôn, đau bụng, thở mùi trái cây, lú lẫn.",
BỆNH ĐÁI THÁO ĐƯỜNG,ĐTĐ type 1,Q0040,Nhiễm virus có thể gây type 1 không?,"Một số virus có thể kích hoạt phản ứng tự miễn ở người có sẵn yếu tố di truyền, khiến hệ miễn dịch tấn công tụy. Đây là lý do một số người phát bệnh sau khi bị nhiễm trùng.",
