DEMUC,CHUDECON,MASO,CAUHOI,CAUTRALOI,GIAITHICH
BỆNH LÝ ĐTĐ,Định nghĩa và phân loại,Q0011,Sự khác biệt chính về cơ chế bệnh sinh giữa ĐTĐ type 1 và type 2 là gì?,"ĐTĐ type 1 do thiếu insulin tuyệt đối vì tế bào beta tụy bị phá hủy, thường khởi phát nhanh và cần insulin suốt đời. ĐTĐ type 2 do giảm chức năng tế bào beta trên nền đề kháng insulin, khởi phát từ từ và ban đầu có thể kiểm soát bằng thay đổi lối sống và thuốc uống.","ĐTĐ típ 1 là bệnh tự miễn, trong đó hệ miễn dịch phá hủy tế bào beta tụy, gây thiếu insulin tuyệt đối, khởi phát nhanh, thường ở người trẻ, và bắt buộc điều trị bằng insulin suốt đời. Ngược lại, ĐTĐ típ 2 xảy ra do đề kháng insulin kết hợp với suy giảm dần tiết insulin, tiến triển âm thầm qua nhiều năm, thường gặp ở người trung niên hoặc lớn tuổi có béo phì và ít vận động. Cơ chế khác biệt này quyết định chiến lược điều trị: ĐTĐ típ 1 cần insulin thay thế, trong khi ĐTĐ típ 2 ưu tiên thay đổi lối sống và thuốc uống trước khi dùng insulin."
BỆNH LÝ ĐTĐ,Định nghĩa và phân loại,Q0012,ĐTĐ type 1 có thể gặp ở lứa tuổi nào?,ĐTĐ type 1 thường gặp ở trẻ em và thanh thiếu niên nhưng có thể xuất hiện ở bất kỳ lứa tuổi nào. Bệnh thường khởi phát đột ngột với triệu chứng rầm rộ và dễ dẫn tới nhiễm toan ceton nếu không được điều trị kịp thời.,"ĐTĐ típ 1 thường gặp nhất ở trẻ em, thiếu niên và người trẻ dưới 30 tuổi, nhưng có thể xuất hiện ở bất kỳ lứa tuổi nào, kể cả người trưởng thành (LADA – latent autoimmune diabetes in adults). Bệnh khởi phát đột ngột, với các triệu chứng kinh điển như đa niệu, khát nhiều, sụt cân nhanh, đôi khi tiến triển thành nhiễm toan ceton nếu không phát hiện kịp thời. Đặc trưng sinh lý bệnh là tổn thương tự miễn tế bào beta tụy, dẫn tới thiếu hụt insulin tuyệt đối. Việc chẩn đoán sớm giúp khởi trị insulin kịp thời, ngăn biến chứng cấp."
BỆNH LÝ ĐTĐ,Định nghĩa và phân loại,Q0013,ĐTĐ type 2 thường liên quan đến yếu tố nguy cơ nào?,"ĐTĐ type 2 thường liên quan tới thừa cân, béo phì, ít vận động, chế độ ăn giàu năng lượng và yếu tố di truyền. Những yếu tố này làm tăng đề kháng insulin, từ đó dẫn đến tăng glucose huyết mạn tính.","ĐTĐ típ 2 liên quan mật thiết với thừa cân, béo phì, đặc biệt là béo bụng, ít vận động, chế độ ăn nhiều năng lượng và yếu tố di truyền. Béo phì làm tăng acid béo tự do, cytokine viêm (như TNF-α, IL-6), từ đó làm giảm nhạy cảm insulin ở mô cơ và gan, gây tăng sản xuất glucose nội sinh. Ngoài ra, tuổi cao, tăng huyết áp, rối loạn lipid máu và tiền sử gia đình ĐTĐ cũng là yếu tố nguy cơ. Kiểm soát cân nặng và hoạt động thể lực thường xuyên là nền tảng trong dự phòng và điều trị bệnh."
BỆNH LÝ ĐTĐ,Định nghĩa và phân loại,Q0014,"Bệnh nhân nữ 30 tuổi, mang thai 26 tuần, xét nghiệm glucose lúc đói 95 mg/dL, có thể nghĩ đến loại ĐTĐ nào?","Trường hợp này cần nghĩ đến đái tháo đường thai kỳ, vì mức glucose lúc đói vượt ngưỡng 92 mg/dL theo tiêu chuẩn. Cần thực hiện nghiệm pháp dung nạp glucose đường uống để xác định chẩn đoán và có kế hoạch quản lý phù hợp.","Trong trường hợp này, mức glucose lúc đói ≥92 mg/dL vượt ngưỡng chẩn đoán theo tiêu chuẩn của Bộ Y tế và WHO, cần nghi ngờ đái tháo đường thai kỳ (GDM). Đây là rối loạn dung nạp glucose được phát hiện lần đầu trong thai kỳ, thường xuất hiện ở tam cá nguyệt thứ hai hoặc thứ ba, do tăng đề kháng insulin sinh lý gây ra bởi hormon nhau thai. Cần thực hiện nghiệm pháp dung nạp glucose 75g (OGTT) để xác định chẩn đoán và quản lý chặt chẽ nhằm giảm biến chứng cho mẹ và thai nhi."
BỆNH LÝ ĐTĐ,Định nghĩa và phân loại,Q0015,"Bệnh nhân nam 20 tuổi, khởi phát triệu chứng nhanh, glucose huyết 350 mg/dL, C-peptid thấp, khả năng cao thuộc loại ĐTĐ nào?",Khả năng cao là đái tháo đường type 1 do thiếu insulin tuyệt đối. Diễn tiến nhanh và C-peptid thấp phản ánh suy giảm nghiêm trọng chức năng tế bào beta tụy.,"Đây là đái tháo đường típ 1 điển hình, với khởi phát cấp, glucose máu cao và C-peptid thấp cho thấy thiếu insulin tuyệt đối do phá hủy tế bào beta tụy. Cơ chế bệnh là tự miễn, thường có kháng thể như anti-GAD hoặc anti-IA2 dương tính. Bệnh nhân cần điều trị insulin ngay từ đầu, vì không thể duy trì đường huyết bằng thuốc uống. Nếu chậm trễ, dễ dẫn đến nhiễm toan ceton đái tháo đường (DKA) – biến chứng cấp nguy hiểm tính mạng."
BỆNH LÝ ĐTĐ,Nguyên nhân,Q0016,Tại sao glucocorticoid có thể gây ra đái tháo đường?,"Glucocorticoid làm tăng tân tạo glucose ở gan, giảm sử dụng glucose ở cơ và mỡ, từ đó gây tăng glucose huyết. Sử dụng kéo dài có thể dẫn tới tình trạng đề kháng insulin và khởi phát đái tháo đường, đặc biệt ở người có yếu tố nguy cơ sẵn.","Glucocorticoid làm tăng tân tạo glucose ở gan, đồng thời ức chế hấp thu glucose ở cơ và mô mỡ, dẫn đến tăng glucose huyết. Thuốc cũng giảm nhạy cảm insulin ngoại biên và có thể làm rối loạn chức năng tế bào beta tụy nếu sử dụng kéo dài. Ở người có sẵn yếu tố nguy cơ như béo phì, tiền sử gia đình ĐTĐ hoặc hội chứng chuyển hóa, việc dùng glucocorticoid liều cao hoặc dài ngày có thể khởi phát đái tháo đường do thuốc. Do đó, cần theo dõi đường huyết định kỳ và cân nhắc giảm liều hoặc đổi thuốc khi cần thiết."
BỆNH LÝ ĐTĐ,Nguyên nhân,Q0017,Nguyên nhân thường gặp của đái tháo đường sơ sinh là gì?,Đái tháo đường sơ sinh thường do đột biến gen ảnh hưởng đến chức năng tiết insulin của tế bào beta tụy. Bệnh có thể khởi phát trong những tháng đầu đời và cần điều trị đặc hiệu dựa trên cơ chế bệnh sinh.,"Đái tháo đường sơ sinh là bệnh hiếm gặp, khởi phát trong 6 tháng đầu đời, chủ yếu do đột biến gen ảnh hưởng đến kênh KATP (KCNJ11, ABCC8) hoặc gen điều hòa hoạt động insulin như INS. Các đột biến này gây rối loạn bài tiết insulin của tế bào beta tụy, dẫn đến tăng đường huyết sớm. Bệnh có hai thể: thoáng qua (hết sau vài tháng) và vĩnh viễn (cần điều trị lâu dài). Xác định nguyên nhân di truyền giúp điều trị đích, ví dụ dùng sulfonylurea thay cho insulin ở một số trường hợp có đột biến KATP."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0018,Ngưỡng glucose huyết tương lúc đói để chẩn đoán đái tháo đường là bao nhiêu?,"Ngưỡng glucose huyết tương lúc đói để chẩn đoán đái tháo đường là ≥ 126 mg/dL (7 mmol/L), đo sau khi bệnh nhân nhịn ăn ít nhất 8 giờ. Kết quả này cần được xác nhận bằng xét nghiệm lặp lại vào ngày khác để đảm bảo tính chính xác.","Theo khuyến cáo của Bộ Y tế và WHO, glucose huyết tương lúc đói ≥126 mg/dL (7,0 mmol/L), sau ít nhất 8 giờ nhịn ăn, được coi là đủ tiêu chuẩn chẩn đoán đái tháo đường. Tuy nhiên, kết quả cần lặp lại trong một ngày khác để xác nhận. Nếu giá trị nằm trong khoảng 100–125 mg/dL, được xếp vào nhóm rối loạn đường huyết lúc đói (IFG), có nguy cơ cao tiến triển thành ĐTĐ típ 2. Do đó, việc tầm soát định kỳ ở nhóm nguy cơ cao có ý nghĩa quan trọng trong dự phòng bệnh."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0019,Giá trị glucose huyết tương sau 2 giờ làm nghiệm pháp dung nạp glucose bằng đường uống để chẩn đoán đái tháo đường là bao nhiêu?,"Theo Bộ Y tế, glucose huyết tương sau 2 giờ làm nghiệm pháp dung nạp 75g glucose bằng đường uống đạt ≥ 200 mg/dL (11,1 mmol/L) được chẩn đoán là đái tháo đường. Kết quả này phản ánh khả năng dung nạp glucose kém của cơ thể.","Theo tiêu chuẩn của Bộ Y tế Việt Nam và WHO, glucose huyết tương sau 2 giờ làm nghiệm pháp dung nạp 75g glucose ≥200 mg/dL (11,1 mmol/L) được chẩn đoán là đái tháo đường. Kết quả này phản ánh suy giảm khả năng dung nạp glucose, do tế bào beta tụy không tiết đủ insulin để đáp ứng với lượng đường nạp vào. Nếu giá trị từ 140–199 mg/dL, được coi là rối loạn dung nạp glucose (IGT) – giai đoạn tiền đái tháo đường, cần can thiệp sớm bằng thay đổi lối sống để ngăn tiến triển thành ĐTĐ típ 2."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0020,Ngưỡng HbA1c bao nhiêu được dùng để chẩn đoán đái tháo đường?,"Ngưỡng HbA1c ≥ 6,5% (48 mmol/mol) được sử dụng để chẩn đoán đái tháo đường nếu xét nghiệm được thực hiện bằng phương pháp chuẩn hóa quốc tế. HbA1c phản ánh mức glucose huyết trung bình trong khoảng 2–3 tháng gần đây.","Ngưỡng HbA1c ≥ 6,5% (48 mmol/mol) được sử dụng để chẩn đoán đái tháo đường khi xét nghiệm được thực hiện bằng phương pháp chuẩn hóa theo tiêu chuẩn quốc tế (DCCT hoặc NGSP). HbA1c phản ánh mức glucose huyết trung bình trong vòng 2–3 tháng gần nhất, giúp đánh giá tình trạng tăng glucose huyết mạn tính và thuận tiện trong sàng lọc bệnh nhân nguy cơ cao."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0021,Ngưỡng glucose huyết tương bất kỳ bao nhiêu kèm triệu chứng điển hình có thể chẩn đoán đái tháo đường?,"Glucose huyết tương bất kỳ ≥ 200 mg/dL (11,1 mmol/L) kèm theo triệu chứng điển hình của tăng glucose huyết như tiểu nhiều, uống nhiều, sụt cân nhanh cho phép chẩn đoán đái tháo đường mà không cần xét nghiệm lặp lại.","Glucose huyết tương bất kỳ ≥ 200 mg/dL (11,1 mmol/L) kèm theo các triệu chứng điển hình như tiểu nhiều, khát nhiều, sụt cân nhanh hoặc mệt mỏi kéo dài cho phép chẩn đoán đái tháo đường. Trong trường hợp có triệu chứng lâm sàng rõ, kết quả này có giá trị chẩn đoán mà không cần xét nghiệm lặp lại."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0022,"Theo Bộ Y tế, cần bao nhiêu kết quả xét nghiệm vượt ngưỡng để xác nhận chẩn đoán đái tháo đường theo tiêu chí glucose đói hoặc nghiệm pháp dung nạp?","Cần có ít nhất 2 kết quả vượt ngưỡng trong cùng một mẫu xét nghiệm hoặc ở hai thời điểm khác nhau để xác nhận chẩn đoán. Quy định này áp dụng cho tiêu chí glucose đói, nghiệm pháp dung nạp và HbA1c.",
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0023,Bệnh nhân cần nhịn đói bao lâu trước khi làm xét nghiệm glucose huyết tương lúc đói?,"Bệnh nhân cần nhịn đói ít nhất 8 giờ, thường từ 8–14 giờ qua đêm. Trong thời gian này, bệnh nhân không được uống nước ngọt hoặc dùng thực phẩm, nhưng có thể uống nước lọc để tránh mất nước.","Trước khi làm xét nghiệm glucose huyết tương lúc đói, bệnh nhân cần nhịn ăn ít nhất 8 giờ, tốt nhất từ 8–14 giờ qua đêm. Trong thời gian này chỉ được uống nước lọc. Việc tuân thủ thời gian nhịn ăn giúp đảm bảo tính chính xác của kết quả và phản ánh đúng mức glucose huyết cơ bản."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0024,"Trong 3 ngày trước nghiệm pháp dung nạp glucose, bệnh nhân cần ăn khẩu phần carbohydrate tối thiểu bao nhiêu mỗi ngày?",Bệnh nhân cần ăn khẩu phần chứa 150–200g carbohydrate mỗi ngày trong 3 ngày trước nghiệm pháp dung nạp glucose để đảm bảo kết quả phản ánh đúng khả năng dung nạp glucose của cơ thể và tránh âm tính giả.,"Trong 3 ngày trước khi thực hiện nghiệm pháp dung nạp glucose đường uống, bệnh nhân nên duy trì khẩu phần ăn có ít nhất 150–200g carbohydrate mỗi ngày. Điều này giúp đảm bảo khả năng đáp ứng insulin và glucose của cơ thể được đánh giá đúng, tránh kết quả âm tính giả."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0025,Thời gian bệnh nhân cần uống hết dung dịch glucose trong nghiệm pháp dung nạp là bao lâu?,"Trong nghiệm pháp dung nạp glucose bằng đường uống, bệnh nhân phải uống hết 75g glucose hòa trong 250–300 mL nước trong vòng 5 phút để đảm bảo tính chính xác và khả năng so sánh kết quả giữa các lần xét nghiệm.",
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0026,Những yếu tố nào cần tránh trước khi làm nghiệm pháp dung nạp glucose?,"Trước nghiệm pháp, bệnh nhân không nên mắc bệnh lý cấp tính và không dùng thuốc có thể làm tăng glucose huyết như glucocorticoid, để tránh ảnh hưởng đến kết quả và nguy cơ chẩn đoán sai.","Trước khi tiến hành nghiệm pháp dung nạp glucose, bệnh nhân nên tránh thực hiện trong lúc mắc bệnh cấp tính, stress nặng hoặc đang sử dụng các thuốc làm tăng glucose huyết như glucocorticoid, thuốc lợi tiểu thiazide hay thuốc tránh thai. Các yếu tố này có thể làm sai lệch kết quả, dẫn đến chẩn đoán không chính xác."
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0027,"Bệnh nhân nam 50 tuổi, glucose huyết đói 128 mg/dL, HbA1c 6,8%. Kết luận chẩn đoán là gì?","Bệnh nhân đáp ứng cả tiêu chí glucose đói ≥ 126 mg/dL và HbA1c ≥ 6,5%, do đó được chẩn đoán xác định đái tháo đường. Cần tư vấn thay đổi lối sống và đánh giá chỉ định điều trị thuốc.",
BỆNH LÝ ĐTĐ,Tiêu chuẩn chẩn đoán chung,Q0028,"Bệnh nhân có triệu chứng điển hình, glucose huyết bất kỳ 210 mg/dL. Có cần xét nghiệm lại không?","Không cần xét nghiệm lại, vì tiêu chí glucose huyết bất kỳ ≥ 200 mg/dL kèm triệu chứng điển hình đủ để chẩn đoán đái tháo đường theo Bộ Y tế.",
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0029,Mục tiêu HbA1c chung cho bệnh nhân đái tháo đường trưởng thành không mang thai là bao nhiêu?,"Mục tiêu HbA1c chung cho bệnh nhân đái tháo đường trưởng thành không mang thai là <7%. Mục tiêu này giúp giảm nguy cơ biến chứng mạch máu nhỏ và lớn, đồng thời cân bằng giữa lợi ích kiểm soát đường huyết và nguy cơ hạ đường huyết.","Mục tiêu HbA1c chung cho bệnh nhân đái tháo đường trưởng thành không mang thai là dưới 7,0% (53 mmol/mol). Mức này giúp giảm nguy cơ biến chứng mạch máu nhỏ và lớn, đồng thời hạn chế hạ đường huyết quá mức. Tuy nhiên, mục tiêu có thể được cá thể hóa: nghiêm ngặt hơn (<6,5%) cho người trẻ, mới mắc bệnh, ít biến chứng; và linh hoạt hơn (<7,5–8,0%) cho người cao tuổi, có bệnh đi kèm hoặc nguy cơ hạ đường huyết cao."
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0030,Tại sao HbA1c <7% được chọn làm mục tiêu điều trị chung cho bệnh nhân đái tháo đường?,"HbA1c <7% được chọn vì mức này đã được chứng minh làm giảm nguy cơ biến chứng vi mạch và một số biến chứng mạch máu lớn, đồng thời ít làm tăng nguy cơ hạ đường huyết so với mục tiêu chặt chẽ hơn ở đa số bệnh nhân.","Mục tiêu HbA1c <7% được khuyến nghị vì mức này giúp giảm rõ rệt biến chứng mạch máu nhỏ và lớn mà vẫn hạn chế nguy cơ hạ đường huyết nghiêm trọng. Đây là mức cân bằng giữa hiệu quả kiểm soát glucose và an toàn điều trị, phù hợp với hầu hết bệnh nhân trưởng thành không mang thai. Nhiều nghiên cứu dài hạn (DCCT, UKPDS) đã chứng minh kiểm soát HbA1c <7% giúp giảm biến chứng võng mạc, thận, thần kinh ngoại biên và cải thiện kết cục tim mạch khi duy trì ổn định (Nathan, 2005; Holman, 2008)."
